date_2,hour,week,dayname,weekend,day_period,RSSI,heatIndex,humidity,pm25,temperature,daily_min_RSSI,daily_min_heatIndex,daily_min_humidity,daily_min_pm25,daily_min_temperature,daily_max_RSSI,daily_max_heatIndex,daily_max_humidity,daily_max_pm25,daily_max_temperature,daily_mean_RSSI,daily_mean_heatIndex,daily_mean_humidity,daily_mean_pm25,daily_mean_temperature,daily_std_RSSI,daily_std_heatIndex,daily_std_humidity,daily_std_pm25,daily_std_temperature,RSSI_day_ago,heatIndex_day_ago,humidity_day_ago,pm25_day_ago,temperature_day_ago,RSSI_week_ago,heatIndex_week_ago,humidity_week_ago,pm25_week_ago,temperature_week_ago,RSSI_two_week_ago,heatIndex_two_week_ago,humidity_two_week_ago,pm25_two_week_ago,temperature_two_week_ago
2019-05-22,11,21,Wednesday,False,noon,-134.1,33.57,79.5,18.5,28.61,-134.1,32.1,61.61,6.17,27.84,-116.0,44.2,83.13,32.7,34.46,-124.4091304347826,35.279999999999994,76.59434782608695,21.548260869565215,29.55130434782609,4.407961715148332,4.319345489139003,7.011329031118767,7.072731664751676,2.2702709176496283,,,,,,,,,,,,,,,
2019-05-22,12,21,Wednesday,False,noon,-129.34,33.52,80.72,19.4,28.5,-134.1,32.1,61.61,6.17,27.84,-116.0,44.2,83.13,32.7,34.46,-124.4091304347826,35.279999999999994,76.59434782608695,21.548260869565215,29.55130434782609,4.407961715148332,4.319345489139003,7.011329031118767,7.072731664751676,2.2702709176496283,,,,,,,,,,,,,,,
2019-05-22,13,21,Wednesday,False,noon,-125.48,33.48,80.3,22.75,28.52,-134.1,32.1,61.61,6.17,27.84,-116.0,44.2,83.13,32.7,34.46,-124.4091304347826,35.279999999999994,76.59434782608695,21.548260869565215,29.55130434782609,4.407961715148332,4.319345489139003,7.011329031118767,7.072731664751676,2.2702709176496283,,,,,,,,,,,,,,,
2019-05-22,14,21,Wednesday,False,noon,-123.1,32.88,80.76,25.0,28.26,-134.1,32.1,61.61,6.17,27.84,-116.0,44.2,83.13,32.7,34.46,-124.4091304347826,35.279999999999994,76.59434782608695,21.548260869565215,29.55130434782609,4.407961715148332,4.319345489139003,7.011329031118767,7.072731664751676,2.2702709176496283,,,,,,,,,,,,,,,
2019-05-22,15,21,Wednesday,False,noon,-128.0,32.8,80.56,28.0,28.24,-134.1,32.1,61.61,6.17,27.84,-116.0,44.2,83.13,32.7,34.46,-124.4091304347826,35.279999999999994,76.59434782608695,21.548260869565215,29.55130434782609,4.407961715148332,4.319345489139003,7.011329031118767,7.072731664751676,2.2702709176496283,,,,,,,,,,,,,,,
2019-05-22,16,21,Wednesday,False,night,-116.0,32.46,83.0,24.0,27.96,-134.1,32.1,61.61,6.17,27.84,-116.0,44.2,83.13,32.7,34.46,-124.4091304347826,35.279999999999994,76.59434782608695,21.548260869565215,29.55130434782609,4.407961715148332,4.319345489139003,7.011329031118767,7.072731664751676,2.2702709176496283,,,,,,,,,,,,,,,
2019-05-22,18,21,Wednesday,False,night,-122.32,32.15,82.1,26.33,27.9,-134.1,32.1,61.61,6.17,27.84,-116.0,44.2,83.13,32.7,34.46,-124.4091304347826,35.279999999999994,76.59434782608695,21.548260869565215,29.55130434782609,4.407961715148332,4.319345489139003,7.011329031118767,7.072731664751676,2.2702709176496283,,,,,,,,,,,,,,,
2019-05-22,19,21,Wednesday,False,night,-127.8,32.27,83.07,23.8,27.88,-134.1,32.1,61.61,6.17,27.84,-116.0,44.2,83.13,32.7,34.46,-124.4091304347826,35.279999999999994,76.59434782608695,21.548260869565215,29.55130434782609,4.407961715148332,4.319345489139003,7.011329031118767,7.072731664751676,2.2702709176496283,,,,,,,,,,,,,,,
2019-05-22,20,21,Wednesday,False,night,-124.15,32.1,82.77,24.0,27.84,-134.1,32.1,61.61,6.17,27.84,-116.0,44.2,83.13,32.7,34.46,-124.4091304347826,35.279999999999994,76.59434782608695,21.548260869565215,29.55130434782609,4.407961715148332,4.319345489139003,7.011329031118767,7.072731664751676,2.2702709176496283,,,,,,,,,,,,,,,
2019-05-22,21,21,Wednesday,False,night,-128.1,32.43,82.2,22.0,27.99,-134.1,32.1,61.61,6.17,27.84,-116.0,44.2,83.13,32.7,34.46,-124.4091304347826,35.279999999999994,76.59434782608695,21.548260869565215,29.55130434782609,4.407961715148332,4.319345489139003,7.011329031118767,7.072731664751676,2.2702709176496283,,,,,,,,,,,,,,,
2019-05-22,22,21,Wednesday,False,evening,-131.75,32.18,83.13,25.0,27.85,-134.1,32.1,61.61,6.17,27.84,-116.0,44.2,83.13,32.7,34.46,-124.4091304347826,35.279999999999994,76.59434782608695,21.548260869565215,29.55130434782609,4.407961715148332,4.319345489139003,7.011329031118767,7.072731664751676,2.2702709176496283,,,,,,,,,,,,,,,
2019-05-22,23,21,Wednesday,False,evening,-125.41,32.36,82.84,29.09,27.93,-134.1,32.1,61.61,6.17,27.84,-116.0,44.2,83.13,32.7,34.46,-124.4091304347826,35.279999999999994,76.59434782608695,21.548260869565215,29.55130434782609,4.407961715148332,4.319345489139003,7.011329031118767,7.072731664751676,2.2702709176496283,,,,,,,,,,,,,,,
2019-05-23,0,21,Thursday,False,evening,-124.65,34.22,81.82,29.1,28.68,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,-121.21,35.47,75.73,32.7,29.63,,,,,,,,,,
2019-05-23,1,21,Thursday,False,evening,-126.5,36.59,79.1,28.43,29.72,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,-119.48,38.35,70.83,29.0,31.19,,,,,,,,,,
2019-05-23,2,21,Thursday,False,evening,-123.17,39.36,75.19,24.9,31.04,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,-122.37,42.36,67.17,27.55,33.03,,,,,,,,,,
2019-05-23,3,21,Thursday,False,evening,-124.72,42.16,69.36,25.06,32.68,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,-121.12,43.34,64.51,24.83,33.73,,,,,,,,,,
2019-05-23,4,21,Thursday,False,morning,-118.36,43.72,66.76,24.69,33.53,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,-120.75,43.55,63.83,21.6,33.9,,,,,,,,,,
2019-05-23,5,21,Thursday,False,morning,-121.57,45.64,63.19,22.44,34.69,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,-121.67,44.2,61.61,21.35,34.46,,,,,,,,,,
2019-05-23,6,21,Thursday,False,morning,-121.55,45.54,59.61,19.89,35.23,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,-119.51,40.64,67.85,14.94,32.36,,,,,,,,,,
2019-05-23,7,21,Thursday,False,morning,-121.38,46.57,57.7,15.72,35.89,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,-120.7,33.4,75.36,10.33,28.85,,,,,,,,,,
2019-05-23,8,21,Thursday,False,morning,-117.81,45.34,60.73,12.29,34.98,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,-126.93,32.38,76.23,6.17,28.36,,,,,,,,,,
2019-05-23,9,21,Thursday,False,morning,-124.26,44.23,61.47,10.37,34.49,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,-129.09,32.35,78.29,7.89,28.21,,,,,,,,,,
2019-05-23,10,21,Thursday,False,noon,-122.55,42.18,64.16,11.12,33.39,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,-123.03,33.2,79.31,11.38,28.48,,,,,,,,,,
2019-05-23,11,21,Thursday,False,noon,-122.39,39.94,65.71,12.18,32.38,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,-134.1,33.57,79.5,18.5,28.61,,,,,,,,,,
2019-05-23,12,21,Thursday,False,noon,-124.65,38.7,68.57,12.54,31.57,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,-129.34,33.52,80.72,19.4,28.5,,,,,,,,,,
2019-05-23,13,21,Thursday,False,noon,-121.05,38.07,70.49,13.16,31.12,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,-125.48,33.48,80.3,22.75,28.52,,,,,,,,,,
2019-05-23,14,21,Thursday,False,noon,-121.0,37.63,72.55,19.41,30.73,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,-123.1,32.88,80.76,25.0,28.26,,,,,,,,,,
2019-05-23,15,21,Thursday,False,noon,-121.96,37.43,74.92,31.2,30.41,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,-128.0,32.8,80.56,28.0,28.24,,,,,,,,,,
2019-05-23,16,21,Thursday,False,night,-124.64,36.9,76.03,32.76,30.12,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,-116.0,32.46,83.0,24.0,27.96,,,,,,,,,,
2019-05-23,17,21,Thursday,False,night,-124.39,36.14,76.8,34.6,29.77,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,,,,,,,,,,,,,,,
2019-05-23,18,21,Thursday,False,night,-121.49,35.58,77.76,35.16,29.49,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,-122.32,32.15,82.1,26.33,27.9,,,,,,,,,,
2019-05-23,19,21,Thursday,False,night,-123.72,35.18,79.34,36.17,29.21,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,-127.8,32.27,83.07,23.8,27.88,,,,,,,,,,
2019-05-23,20,21,Thursday,False,night,-122.31,34.68,79.64,35.28,29.01,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,-124.15,32.1,82.77,24.0,27.84,,,,,,,,,,
2019-05-23,21,21,Thursday,False,night,-121.34,34.24,80.08,32.71,28.81,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,-128.1,32.43,82.2,22.0,27.99,,,,,,,,,,
2019-05-23,22,21,Thursday,False,evening,-121.14,33.97,80.18,30.42,28.71,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,-131.75,32.18,83.13,25.0,27.85,,,,,,,,,,
2019-05-23,23,21,Thursday,False,evening,-122.96,33.44,78.95,25.84,28.59,-126.5,33.44,57.7,10.37,28.59,-117.81,46.57,81.82,36.17,35.89,-122.48166666666664,39.06041666666667,71.67125,23.97666666666667,31.426666666666666,2.0283976684687053,4.3005697086363535,7.665485782558642,8.83576067278119,2.3890596051797126,-125.41,32.36,82.84,29.09,27.93,,,,,,,,,,
2019-05-24,0,21,Friday,False,evening,-122.49,34.47,74.39,17.33,29.36,-133.9,33.48,53.24,5.48,28.73,-118.58,49.37,77.34,30.43,37.63,-123.8675,39.39958333333333,66.94958333333334,17.617083333333333,32.121249999999996,4.7383690553130045,5.0565261139026765,8.225043136753097,8.342178049013894,2.90659417083174,-124.65,34.22,81.82,29.1,28.68,,,,,,,,,,
2019-05-24,1,21,Friday,False,evening,-119.89,38.53,68.08,11.21,31.57,-133.9,33.48,53.24,5.48,28.73,-118.58,49.37,77.34,30.43,37.63,-123.8675,39.39958333333333,66.94958333333334,17.617083333333333,32.121249999999996,4.7383690553130045,5.0565261139026765,8.225043136753097,8.342178049013894,2.90659417083174,-126.5,36.59,79.1,28.43,29.72,,,,,,,,,,
2019-05-24,2,21,Friday,False,evening,-123.41,41.38,63.79,9.53,33.17,-133.9,33.48,53.24,5.48,28.73,-118.58,49.37,77.34,30.43,37.63,-123.8675,39.39958333333333,66.94958333333334,17.617083333333333,32.121249999999996,4.7383690553130045,5.0565261139026765,8.225043136753097,8.342178049013894,2.90659417083174,-123.17,39.36,75.19,24.9,31.04,,,,,,,,,,
2019-05-24,3,21,Friday,False,evening,-119.49,43.77,58.82,6.94,34.75,-133.9,33.48,53.24,5.48,28.73,-118.58,49.37,77.34,30.43,37.63,-123.8675,39.39958333333333,66.94958333333334,17.617083333333333,32.121249999999996,4.7383690553130045,5.0565261139026765,8.225043136753097,8.342178049013894,2.90659417083174,-124.72,42.16,69.36,25.06,32.68,,,,,,,,,,
2019-05-24,4,21,Friday,False,morning,-124.98,45.75,53.5,5.48,36.35,-133.9,33.48,53.24,5.48,28.73,-118.58,49.37,77.34,30.43,37.63,-123.8675,39.39958333333333,66.94958333333334,17.617083333333333,32.121249999999996,4.7383690553130045,5.0565261139026765,8.225043136753097,8.342178049013894,2.90659417083174,-118.36,43.72,66.76,24.69,33.53,,,,,,,,,,
2019-05-24,5,21,Friday,False,morning,-120.08,47.23,54.0,7.06,36.76,-133.9,33.48,53.24,5.48,28.73,-118.58,49.37,77.34,30.43,37.63,-123.8675,39.39958333333333,66.94958333333334,17.617083333333333,32.121249999999996,4.7383690553130045,5.0565261139026765,8.225043136753097,8.342178049013894,2.90659417083174,-121.57,45.64,63.19,22.44,34.69,,,,,,,,,,
2019-05-24,6,21,Friday,False,morning,-123.87,49.37,53.24,10.13,37.63,-133.9,33.48,53.24,5.48,28.73,-118.58,49.37,77.34,30.43,37.63,-123.8675,39.39958333333333,66.94958333333334,17.617083333333333,32.121249999999996,4.7383690553130045,5.0565261139026765,8.225043136753097,8.342178049013894,2.90659417083174,-121.55,45.54,59.61,19.89,35.23,,,,,,,,,,
2019-05-24,7,21,Friday,False,morning,-124.39,49.11,54.64,10.27,37.28,-133.9,33.48,53.24,5.48,28.73,-118.58,49.37,77.34,30.43,37.63,-123.8675,39.39958333333333,66.94958333333334,17.617083333333333,32.121249999999996,4.7383690553130045,5.0565261139026765,8.225043136753097,8.342178049013894,2.90659417083174,-121.38,46.57,57.7,15.72,35.89,,,,,,,,,,
2019-05-24,8,21,Friday,False,morning,-120.22,46.25,57.14,9.31,35.88,-133.9,33.48,53.24,5.48,28.73,-118.58,49.37,77.34,30.43,37.63,-123.8675,39.39958333333333,66.94958333333334,17.617083333333333,32.121249999999996,4.7383690553130045,5.0565261139026765,8.225043136753097,8.342178049013894,2.90659417083174,-117.81,45.34,60.73,12.29,34.98,,,,,,,,,,
2019-05-24,9,21,Friday,False,morning,-121.34,42.12,60.9,10.0,33.84,-133.9,33.48,53.24,5.48,28.73,-118.58,49.37,77.34,30.43,37.63,-123.8675,39.39958333333333,66.94958333333334,17.617083333333333,32.121249999999996,4.7383690553130045,5.0565261139026765,8.225043136753097,8.342178049013894,2.90659417083174,-124.26,44.23,61.47,10.37,34.49,,,,,,,,,,
2019-05-24,10,21,Friday,False,noon,-123.66,40.12,63.89,10.88,32.7,-133.9,33.48,53.24,5.48,28.73,-118.58,49.37,77.34,30.43,37.63,-123.8675,39.39958333333333,66.94958333333334,17.617083333333333,32.121249999999996,4.7383690553130045,5.0565261139026765,8.225043136753097,8.342178049013894,2.90659417083174,-122.55,42.18,64.16,11.12,33.39,,,,,,,,,,
2019-05-24,11,21,Friday,False,noon,-123.49,38.67,65.45,13.2,31.95,-133.9,33.48,53.24,5.48,28.73,-118.58,49.37,77.34,30.43,37.63,-123.8675,39.39958333333333,66.94958333333334,17.617083333333333,32.121249999999996,4.7383690553130045,5.0565261139026765,8.225043136753097,8.342178049013894,2.90659417083174,-122.39,39.94,65.71,12.18,32.38,,,,,,,,,,
2019-05-24,12,21,Friday,False,noon,-120.05,38.32,67.9,21.33,31.51,-133.9,33.48,53.24,5.48,28.73,-118.58,49.37,77.34,30.43,37.63,-123.8675,39.39958333333333,66.94958333333334,17.617083333333333,32.121249999999996,4.7383690553130045,5.0565261139026765,8.225043136753097,8.342178049013894,2.90659417083174,-124.65,38.7,68.57,12.54,31.57,,,,,,,,,,
2019-05-24,13,21,Friday,False,noon,-120.44,37.44,68.58,19.29,31.1,-133.9,33.48,53.24,5.48,28.73,-118.58,49.37,77.34,30.43,37.63,-123.8675,39.39958333333333,66.94958333333334,17.617083333333333,32.121249999999996,4.7383690553130045,5.0565261139026765,8.225043136753097,8.342178049013894,2.90659417083174,-121.05,38.07,70.49,13.16,31.12,,,,,,,,,,
2019-05-24,14,21,Friday,False,noon,-118.58,36.92,69.84,20.78,30.76,-133.9,33.48,53.24,5.48,28.73,-118.58,49.37,77.34,30.43,37.63,-123.8675,39.39958333333333,66.94958333333334,17.617083333333333,32.121249999999996,4.7383690553130045,5.0565261139026765,8.225043136753097,8.342178049013894,2.90659417083174,-121.0,37.63,72.55,19.41,30.73,,,,,,,,,,
2019-05-24,15,21,Friday,False,noon,-121.08,36.65,70.75,24.44,30.56,-133.9,33.48,53.24,5.48,28.73,-118.58,49.37,77.34,30.43,37.63,-123.8675,39.39958333333333,66.94958333333334,17.617083333333333,32.121249999999996,4.7383690553130045,5.0565261139026765,8.225043136753097,8.342178049013894,2.90659417083174,-121.96,37.43,74.92,31.2,30.41,,,,,,,,,,
2019-05-24,16,21,Friday,False,night,-124.82,36.63,72.21,28.47,30.4,-133.9,33.48,53.24,5.48,28.73,-118.58,49.37,77.34,30.43,37.63,-123.8675,39.39958333333333,66.94958333333334,17.617083333333333,32.121249999999996,4.7383690553130045,5.0565261139026765,8.225043136753097,8.342178049013894,2.90659417083174,-124.64,36.9,76.03,32.76,30.12,,,,,,,,,,
2019-05-24,17,21,Friday,False,night,-124.05,36.34,74.85,29.25,30.03,-133.9,33.48,53.24,5.48,28.73,-118.58,49.37,77.34,30.43,37.63,-123.8675,39.39958333333333,66.94958333333334,17.617083333333333,32.121249999999996,4.7383690553130045,5.0565261139026765,8.225043136753097,8.342178049013894,2.90659417083174,-124.39,36.14,76.8,34.6,29.77,,,,,,,,,,
2019-05-24,18,21,Friday,False,night,-123.79,35.77,74.7,30.43,29.84,-133.9,33.48,53.24,5.48,28.73,-118.58,49.37,77.34,30.43,37.63,-123.8675,39.39958333333333,66.94958333333334,17.617083333333333,32.121249999999996,4.7383690553130045,5.0565261139026765,8.225043136753097,8.342178049013894,2.90659417083174,-121.49,35.58,77.76,35.16,29.49,,,,,,,,,,
2019-05-24,19,21,Friday,False,night,-119.32,35.34,75.71,28.78,29.58,-133.9,33.48,53.24,5.48,28.73,-118.58,49.37,77.34,30.43,37.63,-123.8675,39.39958333333333,66.94958333333334,17.617083333333333,32.121249999999996,4.7383690553130045,5.0565261139026765,8.225043136753097,8.342178049013894,2.90659417083174,-123.72,35.18,79.34,36.17,29.21,,,,,,,,,,
2019-05-24,20,21,Friday,False,night,-133.9,34.61,75.2,25.5,29.34,-133.9,33.48,53.24,5.48,28.73,-118.58,49.37,77.34,30.43,37.63,-123.8675,39.39958333333333,66.94958333333334,17.617083333333333,32.121249999999996,4.7383690553130045,5.0565261139026765,8.225043136753097,8.342178049013894,2.90659417083174,-122.31,34.68,79.64,35.28,29.01,,,,,,,,,,
2019-05-24,21,21,Friday,False,night,-133.1,33.7,75.88,26.0,28.93,-133.9,33.48,53.24,5.48,28.73,-118.58,49.37,77.34,30.43,37.63,-123.8675,39.39958333333333,66.94958333333334,17.617083333333333,32.121249999999996,4.7383690553130045,5.0565261139026765,8.225043136753097,8.342178049013894,2.90659417083174,-121.34,34.24,80.08,32.71,28.81,,,,,,,,,,
